15.088823,12.644613,11.812904,11.035817,9.252414,11.649592,13.520469,16.339658,18.630753,19,17.242833,17.154516,17.859528,19,16.797837,16.453133,19,19,16.804374,15.936746,16.780304,19,18.739904,16.916214,32.911408
16.791042,16.148386,17.991896,18.400998,18.419458,19,15.954154,15.52931,12.934517,15.891442,16.639808,15.35049,16.411453,18.72456,19,16.285939,19,16.715862,18.412278,19,17.935199,19,15.838027,15.184339,33.542247
6.499129,3.781496,0.706901,0,0,0,3.152563,4.803408,1.643052,0,0.552929,1.876166,2.832483,2.385509,1.747055,0,1.678244,1.700686,4.098004,1.362691,0.323372,2.027286,2.103639,3.882196,77.307077
16.950196,16.30503,14.934156,12.787794,10.135429,7.297071,6.312109,7.848211,9.779623,12.25738,12.972009,14.43922,15.428516,16.426313,14.567426,12.415375,10.288654,7.4595,8.444805,9.084818,9.819951,11.29446,13.406516,13.881656,46.6223
4.925567,2.064342,3.447851,6.535808,5.349773,2.234391,0,0.752998,0,0.59376,2.664228,4.696099,1.866732,3.019673,0,0,2.085958,2.654363,0.814124,3.599924,1.607311,1.454207,0,2.655424,77.010882
14.611685,11.512989,10.415019,11.6064,14.351711,13.01574,11.256716,12.449819,13.629435,14.060913,16.428103,19,16.7342,15.821005,16.636897,19,19,18.318898,19,19,19,17.219664,14.494222,13.64529,39.964308
11.752484,9.14096,6.902053,3.825143,1.481515,0,1.854741,3.287482,4.675659,3.697941,6.566609,7.875507,8.255899,8.404586,6.503665,6.389365,7.570631,4.443714,3.700581,0.830112,0,0.375887,3.501248,5.76477,78.267915
4.511481,4.509214,4.330116,3.552862,2.363201,1.244164,0.332423,0,0,3.015074,4.248335,6.394583,9.415574,11.583493,13.895429,12.254773,10.23014,9.660386,10.726404,10.867697,13.314169,13.844183,14.021365,12.284926,62.463899
3.778646,4.263467,4.404797,1.261199,0.677027,0,0,2.827937,4.802075,5.545342,8.419297,11.050377,12.651047,12.675437,12.606733,10.820099,12.197259,12.84598,13.441846,16.427557,16.605982,13.827936,11.269598,9.359386,53.517376
5.899841,4.886636,3.305363,1.102938,0,1.256453,3.665137,4.783609,3.505604,0.505101,0.57491,0,0.578894,0,0,0,0,0.408917,1.606324,3.885536,2.097873,0.893909,0.958778,1.542514,74.884128
17.143373,15.341727,16.950606,19,16.613124,13.747367,13.600242,12.717315,15.130925,14.623648,13.37083,12.830271,10.527367,8.911626,6.343819,5.748193,5.215502,3.858467,5.837919,7.077242,9.661887,10.187988,12.489151,10.826987,55.014869
11.980583,14.491567,12.785165,12.421384,12.232388,12.07936,9.318981,12.337391,15.045991,14.506637,11.93572,8.806233,6.904503,7.977337,8.127727,7.533209,6.873156,4.941637,4.210126,2.240505,0.026502,0,0.890431,0,63.74886
6.266339,3.65706,2.606498,1.341396,0,0.038733,0,0,0.154464,1.780545,2.839853,4.476371,7.274705,8.011442,8.081668,6.223747,9.094014,8.378458,6.725457,5.042487,4.055936,3.545418,3.399762,1.825423,75.663173
7.029804,5.874022,5.22107,7.820028,10.287322,11.182758,10.413447,11.275267,10.523043,8.146168,7.572271,7.921433,8.229099,8.500038,11.463524,14.298554,17.006035,19,18.872075,18.971675,19,19,15.933353,14.563082,54.385193
10.734993,13.669201,14.401496,13.632871,13.459344,11.566183,12.709556,14.722874,13.433635,12.589434,10.368995,10.048664,11.013587,13.163012,13.290117,14.727268,15.143181,16.307207,16.708815,17.64468,14.524675,11.368405,13.802732,15.211841,53.783748
10.014051,10.880128,13.34297,15.140475,14.782779,11.943706,8.931975,8.317186,7.34755,4.493191,3.175951,4.754304,3.612316,2.818434,0,1.588608,0.985034,1.457868,0,0,0,1.283298,2.32096,2.932126,65.292758
11.045913,12.479981,9.47715,6.321607,5.126612,3.929502,5.348645,2.465048,0.549077,0.262993,2.783469,3.15202,5.833352,8.898424,9.126961,9.74673,11.731627,11.90167,11.341973,11.255306,10.217505,7.14684,7.048576,9.894823,65.510968
2.434637,4.249207,6.952753,7.53227,8.257316,9.69831,10.89361,12.62606,13.372093,14.23316,11.237651,10.247239,9.733302,9.290777,9.818093,11.988211,11.582152,14.170949,15.732616,14.917473,13.017078,15.894768,17.688011,17.767896,61.905977
